id;c_square;x;y;gsa;depth;strata
22122;1401:217:131:1;17.125;41.325;18;376.60001;200_800
22123;1401:217:121:3;17.125;41.275;18;154.95;0_200
22124;1401:217:121:1;17.125;41.225;18;142.2;0_200
22125;1401:217:111:3;17.125;41.175;18;124.3;0_200
22126;1401:217:111:1;17.125;41.125;18;113.75;0_200
22127;1401:217:101:3;17.125;41.075;18;40.15;0_200
22139;1401:207:141:3;17.125;40.475;19;17.79;0_200
22140;1401:207:141:1;17.125;40.425;19;62.3;0_200
22141;1401:207:131:3;17.125;40.375;19;357.20001;200_800
22142;1401:207:131:1;17.125;40.325;19;539.40002;200_800
22152;1301:497:381:1;17.125;39.825;19;687;200_800
22155;1301:497:361:3;17.125;39.675;19;527.70001;200_800
22157;1301:497:351:3;17.125;39.575;19;664.5;200_800
22158;1301:497:351:1;17.125;39.525;19;543;200_800
22159;1301:497:141:3;17.125;39.475;19;122;0_200
22160;1301:497:141:1;17.125;39.425;19;44.1;0_200
22162;1301:497:131:1;17.125;39.325;19;7.12;0_200
22163;1301:497:121:3;17.125;39.275;19;18.92;0_200
22166;1301:497:111:1;17.125;39.125;19;8.32;0_200
22171;1301:487:381:3;17.125;38.875;19;102.2;0_200
22172;1301:487:381:1;17.125;38.825;19;770.09998;200_800
22303;1401:237:101:4;17.175;43.075;17;50.98;0_200
22307;1401:227:381:4;17.175;42.875;17;75.25;0_200
22308;1401:227:381:2;17.175;42.825;17;85.38;0_200
22309;1401:227:371:4;17.175;42.775;17;64.55;0_200
22310;1401:227:371:2;17.175;42.725;17;115.46;0_200
22311;1401:227:361:4;17.175;42.675;17;117.79;0_200
22312;1401:227:361:2;17.175;42.625;17;149.39999;0_200
22313;1401:227:351:4;17.175;42.575;17;181.67;0_200
22314;1401:227:351:2;17.175;42.525;17;223.27;200_800
22315;1401:227:141:4;17.175;42.475;17;351.75;200_800
22316;1401:227:141:2;17.175;42.425;17;633.75;200_800
22317;1401:227:131:4;17.175;42.375;17;797.09998;200_800
22331;1401:217:361:4;17.175;41.675;18;749.40002;200_800
22332;1401:217:361:2;17.175;41.625;18;561.75;200_800
22333;1401:217:351:4;17.175;41.575;18;578.59998;200_800
22334;1401:217:351:2;17.175;41.525;18;562.20001;200_800
22335;1401:217:141:4;17.175;41.475;18;571.95001;200_800
22336;1401:217:141:2;17.175;41.425;18;489.45001;200_800
22337;1401:217:131:4;17.175;41.375;18;409.79999;200_800
22338;1401:217:131:2;17.175;41.325;18;463;200_800
22339;1401:217:121:4;17.175;41.275;18;244.05;200_800
22340;1401:217:121:2;17.175;41.225;18;145.3;0_200
22341;1401:217:111:4;17.175;41.175;18;121.95;0_200
22342;1401:217:111:2;17.175;41.125;18;117.25;0_200
22343;1401:217:101:4;17.175;41.075;18;60.55;0_200
22356;1401:207:141:2;17.175;40.425;19;35.38;0_200
22357;1401:207:131:4;17.175;40.375;19;228.10001;200_800
22358;1401:207:131:2;17.175;40.325;19;423.64999;200_800
22359;1401:207:121:4;17.175;40.275;19;697.90002;200_800
22372;1301:497:361:2;17.175;39.625;19;771.71997;200_800
22373;1301:497:351:4;17.175;39.575;19;618.29999;200_800
22374;1301:497:351:2;17.175;39.525;19;673.59998;200_800
22375;1301:497:141:4;17.175;39.475;19;410.60001;200_800
22376;1301:497:141:2;17.175;39.425;19;154.89999;0_200
22377;1301:497:131:4;17.175;39.375;19;396.10001;200_800
22378;1301:497:131:2;17.175;39.325;19;311.29999;200_800
22379;1301:497:121:4;17.175;39.275;19;372;200_800
22380;1301:497:121:2;17.175;39.225;19;431;200_800
22381;1301:497:111:4;17.175;39.175;19;175.3;0_200
22382;1301:497:111:2;17.175;39.125;19;63.1;0_200
22383;1301:497:101:4;17.175;39.075;19;44.3;0_200
22385;1301:487:391:4;17.175;38.975;19;16.08;0_200
22386;1301:487:391:2;17.175;38.925;19;67.5;0_200
22387;1301:487:381:4;17.175;38.875;19;522.09998;200_800
22388;1301:487:381:2;17.175;38.825;19;673.20001;200_800
22518;1401:237:112:1;17.225;43.125;17;41.21;0_200
22519;1401:237:102:3;17.225;43.075;17;57.98;0_200
22520;1401:237:102:1;17.225;43.025;17;28.01;0_200
22522;1401:227:392:1;17.225;42.925;17;66.63;0_200
22523;1401:227:382:3;17.225;42.875;17;76.35;0_200
22524;1401:227:382:1;17.225;42.825;17;84.02;0_200
22525;1401:227:372:3;17.225;42.775;17;86.9;0_200
22526;1401:227:372:1;17.225;42.725;17;116;0_200
22527;1401:227:362:3;17.225;42.675;17;129.11;0_200
22528;1401:227:362:1;17.225;42.625;17;144.60001;0_200
22529;1401:227:352:3;17.225;42.575;17;186.86;0_200
22530;1401:227:352:1;17.225;42.525;17;222.59;200_800
22531;1401:227:142:3;17.225;42.475;17;373.20001;200_800
22532;1401:227:142:1;17.225;42.425;17;645.09998;200_800
22548;1401:217:362:1;17.225;41.625;18;750.90002;200_800
22549;1401:217:352:3;17.225;41.575;18;557.65002;200_800
22550;1401:217:352:1;17.225;41.525;18;618.45001;200_800
22551;1401:217:142:3;17.225;41.475;18;677.25;200_800
22552;1401:217:142:1;17.225;41.425;18;637.45001;200_800
22553;1401:217:132:3;17.225;41.375;18;559.54999;200_800
22554;1401:217:132:1;17.225;41.325;18;583;200_800
22555;1401:217:122:3;17.225;41.275;18;205.75;200_800
22556;1401:217:122:1;17.225;41.225;18;143;0_200
22557;1401:217:112:3;17.225;41.175;18;138.35001;0_200
22558;1401:217:112:1;17.225;41.125;18;120.35;0_200
22559;1401:217:102:3;17.225;41.075;18;100.05;0_200
22560;1401:217:102:1;17.225;41.025;18;45.9;0_200
22573;1401:207:132:3;17.225;40.375;19;84.49;0_200
22574;1401:207:132:1;17.225;40.325;19;323.25;200_800
22575;1401:207:122:3;17.225;40.275;19;570.29999;200_800
22588;1301:497:362:1;17.225;39.625;19;759.78998;200_800
22589;1301:497:352:3;17.225;39.575;19;585.20001;200_800
22590;1301:497:352:1;17.225;39.525;19;734.20001;200_800
22591;1301:497:142:3;17.225;39.475;19;615.40002;200_800
22592;1301:497:142:1;17.225;39.425;19;589.20001;200_800
22593;1301:497:132:3;17.225;39.375;19;681.40002;200_800
22594;1301:497:132:1;17.225;39.325;19;740.29999;200_800
22595;1301:497:122:3;17.225;39.275;19;726.90002;200_800
22596;1301:497:122:1;17.225;39.225;19;604.59998;200_800
22597;1301:497:112:3;17.225;39.175;19;434.79999;200_800
22598;1301:497:112:1;17.225;39.125;19;299;200_800
22599;1301:497:102:3;17.225;39.075;19;267;200_800
22600;1301:497:102:1;17.225;39.025;19;90.6;0_200
22601;1301:487:392:3;17.225;38.975;19;93.4;0_200
22602;1301:487:392:1;17.225;38.925;19;292.60001;200_800
22603;1301:487:382:3;17.225;38.875;19;494;200_800
22734;1401:237:112:2;17.275;43.125;17;37.96;0_200
22735;1401:237:102:4;17.275;43.075;17;43.92;0_200
22736;1401:237:102:2;17.275;43.025;17;37.53;0_200
22738;1401:227:392:2;17.275;42.925;17;86.33;0_200
22739;1401:227:382:4;17.275;42.875;17;76.31;0_200
22740;1401:227:382:2;17.275;42.825;17;80.01;0_200
22741;1401:227:372:4;17.275;42.775;17;89.04;0_200
22742;1401:227:372:2;17.275;42.725;17;112.63;0_200
22743;1401:227:362:4;17.275;42.675;17;130.42999;0_200
22744;1401:227:362:2;17.275;42.625;17;150.72;0_200
22745;1401:227:352:4;17.275;42.575;17;184.17999;0_200
22746;1401:227:352:2;17.275;42.525;17;238.97;200_800
22747;1401:227:142:4;17.275;42.475;17;346.48001;200_800
22748;1401:227:142:2;17.275;42.425;17;708;200_800
22765;1401:217:352:4;17.275;41.575;18;739.79999;200_800
22766;1401:217:352:2;17.275;41.525;18;666.09998;200_800
22767;1401:217:142:4;17.275;41.475;18;735.54999;200_800
22768;1401:217:142:2;17.275;41.425;18;729.29999;200_800
22769;1401:217:132:4;17.275;41.375;18;658.40002;200_800
22770;1401:217:132:2;17.275;41.325;18;652.95001;200_800
22771;1401:217:122:4;17.275;41.275;18;200.60001;200_800
22772;1401:217:122:2;17.275;41.225;18;159.14999;0_200
22773;1401:217:112:4;17.275;41.175;18;144.75;0_200
22774;1401:217:112:2;17.275;41.125;18;119.6;0_200
22775;1401:217:102:4;17.275;41.075;18;109.55;0_200
22776;1401:217:102:2;17.275;41.025;18;75.4;0_200
22789;1401:207:132:4;17.275;40.375;19;16.86;0_200
22790;1401:207:132:2;17.275;40.325;19;239.14999;200_800
22791;1401:207:122:4;17.275;40.275;19;412;200_800
22792;1401:207:122:2;17.275;40.225;19;752.90002;200_800
22806;1301:497:352:2;17.275;39.525;19;664.04999;200_800
22808;1301:497:142:2;17.275;39.425;19;711;200_800
22809;1301:497:132:4;17.275;39.375;19;763.79999;200_800
22812;1301:497:122:2;17.275;39.225;19;676;200_800
22813;1301:497:112:4;17.275;39.175;19;170.89999;0_200
22814;1301:497:112:2;17.275;39.125;19;367.29999;200_800
22815;1301:497:102:4;17.275;39.075;19;381.70001;200_800
22816;1301:497:102:2;17.275;39.025;19;734.40002;200_800
22817;1301:487:392:4;17.275;38.975;19;611.79999;200_800
22818;1301:487:392:2;17.275;38.925;19;636.59998;200_800
22951;1401:237:103:3;17.325;43.075;17;55.89;0_200
22952;1401:237:103:1;17.325;43.025;17;38.31;0_200
22954;1401:227:393:1;17.325;42.925;17;54.06;0_200
22955;1401:227:383:3;17.325;42.875;17;88.35;0_200
22956;1401:227:383:1;17.325;42.825;17;86.87;0_200
22957;1401:227:373:3;17.325;42.775;17;8.56;0_200
22958;1401:227:373:1;17.325;42.725;17;113.83;0_200
22959;1401:227:363:3;17.325;42.675;17;131.38;0_200
22960;1401:227:363:1;17.325;42.625;17;152.75;0_200
22961;1401:227:353:3;17.325;42.575;17;174.44;0_200
22962;1401:227:353:1;17.325;42.525;17;226.86;200_800
22963;1401:227:143:3;17.325;42.475;17;349.04999;200_800
22964;1401:227:143:1;17.325;42.425;17;745.29999;200_800
22982;1401:217:353:1;17.325;41.525;18;757.70001;200_800
22984;1401:217:143:1;17.325;41.425;18;782.29999;200_800
22985;1401:217:133:3;17.325;41.375;18;740.29999;200_800
22986;1401:217:133:1;17.325;41.325;18;737.25;200_800
22987;1401:217:123:3;17.325;41.275;18;555.5;200_800
22988;1401:217:123:1;17.325;41.225;18;269.64999;200_800
22989;1401:217:113:3;17.325;41.175;18;173.2;0_200
22990;1401:217:113:1;17.325;41.125;18;124.85;0_200
22991;1401:217:103:3;17.325;41.075;18;108.55;0_200
22992;1401:217:103:1;17.325;41.025;18;100.65;0_200
22993;1401:207:393:3;17.325;40.975;18;59.65;0_200
23006;1401:207:133:1;17.325;40.325;19;118.4;0_200
23007;1401:207:123:3;17.325;40.275;19;367.79999;200_800
23008;1401:207:123:1;17.325;40.225;19;645.09998;200_800
23028;1301:497:123:1;17.325;39.225;19;730.79999;200_800
23029;1301:497:113:3;17.325;39.175;19;417.60001;200_800
23030;1301:497:113:1;17.325;39.125;19;370.20001;200_800
23031;1301:497:103:3;17.325;39.075;19;415.20001;200_800
23032;1301:497:103:1;17.325;39.025;19;520.79999;200_800
23168;1401:237:103:2;17.375;43.025;17;31.21;0_200
23171;1401:227:383:4;17.375;42.875;17;91.4;0_200
23172;1401:227:383:2;17.375;42.825;17;90.48;0_200
23174;1401:227:373:2;17.375;42.725;17;119.29;0_200
23175;1401:227:363:4;17.375;42.675;17;127.12;0_200
23176;1401:227:363:2;17.375;42.625;17;151.75;0_200
23177;1401:227:353:4;17.375;42.575;17;181.82001;0_200
23178;1401:227:353:2;17.375;42.525;17;224.42999;200_800
23179;1401:227:143:4;17.375;42.475;17;397.5;200_800
23180;1401:227:143:2;17.375;42.425;17;760.90002;200_800
23204;1401:217:123:2;17.375;41.225;18;367.04999;200_800
23205;1401:217:113:4;17.375;41.175;18;301.25;200_800
23206;1401:217:113:2;17.375;41.125;18;171.55;0_200
23207;1401:217:103:4;17.375;41.075;18;126.2;0_200
23208;1401:217:103:2;17.375;41.025;18;113.1;0_200
23209;1401:207:393:4;17.375;40.975;18;64.5;0_200
23210;1401:207:393:2;17.375;40.925;18;28.5;0_200
23222;1401:207:133:2;17.375;40.325;19;32.24;0_200
23223;1401:207:123:4;17.375;40.275;19;225.2;200_800
23224;1401:207:123:2;17.375;40.225;19;474.48999;200_800
23245;1301:497:113:4;17.375;39.175;19;702;200_800
23246;1301:497:113:2;17.375;39.125;19;482.39999;200_800
23247;1301:497:103:4;17.375;39.075;19;644.59998;200_800
23248;1301:497:103:2;17.375;39.025;19;721.5;200_800
23384;1401:237:104:1;17.425;43.025;17;5.95;0_200
23385;1401:227:394:3;17.425;42.975;17;23.11;0_200
23387;1401:227:384:3;17.425;42.875;17;7.59;0_200
23388;1401:227:384:1;17.425;42.825;17;88.27;0_200
23390;1401:227:374:1;17.425;42.725;17;117.87;0_200
23391;1401:227:364:3;17.425;42.675;17;119.48;0_200
23392;1401:227:364:1;17.425;42.625;17;152.56;0_200
23393;1401:227:354:3;17.425;42.575;17;196.10001;0_200
23394;1401:227:354:1;17.425;42.525;17;250.08;200_800
23395;1401:227:144:3;17.425;42.475;17;397.70001;200_800
23396;1401:227:144:1;17.425;42.425;17;719.79999;200_800
23420;1401:217:124:1;17.425;41.225;18;718.90002;200_800
23421;1401:217:114:3;17.425;41.175;18;397.45001;200_800
23422;1401:217:114:1;17.425;41.125;18;311.95001;200_800
23423;1401:217:104:3;17.425;41.075;18;143.64999;0_200
23424;1401:217:104:1;17.425;41.025;18;117.6;0_200
23425;1401:207:394:3;17.425;40.975;18;92.8;0_200
23426;1401:207:394:1;17.425;40.925;18;55.2;0_200
23427;1401:207:384:3;17.425;40.875;18;19.65;0_200
23439;1401:207:124:3;17.425;40.275;19;168.7;0_200
23440;1401:207:124:1;17.425;40.225;19;365.35001;200_800
23441;1401:207:114:3;17.425;40.175;19;720.59998;200_800
23462;1301:497:114:1;17.425;39.125;19;668.70001;200_800
23463;1301:497:104:3;17.425;39.075;19;697.29999;200_800
23464;1301:497:104:1;17.425;39.025;19;750.20001;200_800
23465;1301:487:394:3;17.425;38.975;19;648.09998;200_800
23601;1401:227:394:4;17.475;42.975;17;16.38;0_200
23604;1401:227:384:2;17.475;42.825;17;82.45;0_200
23606;1401:227:374:2;17.475;42.725;17;95.69;0_200
23607;1401:227:364:4;17.475;42.675;17;123.28;0_200
23608;1401:227:364:2;17.475;42.625;17;156.32001;0_200
23609;1401:227:354:4;17.475;42.575;17;182.66;0_200
23610;1401:227:354:2;17.475;42.525;17;248.35001;200_800
23611;1401:227:144:4;17.475;42.475;17;423.60001;200_800
23612;1401:227:144:2;17.475;42.425;17;711.95001;200_800
23630;1401:217:354:2;17.475;41.525;18;784.54999;200_800
23636;1401:217:124:2;17.475;41.225;18;798.65002;200_800
23637;1401:217:114:4;17.475;41.175;18;546.09998;200_800
23638;1401:217:114:2;17.475;41.125;18;505.20001;200_800
23639;1401:217:104:4;17.475;41.075;18;219.14999;200_800
23640;1401:217:104:2;17.475;41.025;18;125.6;0_200
23641;1401:207:394:4;17.475;40.975;18;113.45;0_200
23642;1401:207:394:2;17.475;40.925;18;78.8;0_200
23643;1401:207:384:4;17.475;40.875;18;36.3;0_200
23655;1401:207:124:4;17.475;40.275;19;50.2;0_200
23656;1401:207:124:2;17.475;40.225;19;294.10001;200_800
23657;1401:207:114:4;17.475;40.175;19;488.32999;200_800
23818;1401:227:495:1;17.525;42.925;17;12.78;0_200
23820;1401:227:485:1;17.525;42.825;17;93.24;0_200
23821;1401:227:475:3;17.525;42.775;17;43.94;0_200
23822;1401:227:475:1;17.525;42.725;17;46.45;0_200
23823;1401:227:465:3;17.525;42.675;17;115.04;0_200
23824;1401:227:465:1;17.525;42.625;17;153.7;0_200
23825;1401:227:455:3;17.525;42.575;17;181.39999;0_200
23826;1401:227:455:1;17.525;42.525;17;242.23;200_800
23827;1401:227:245:3;17.525;42.475;17;334.20999;200_800
23828;1401:227:245:1;17.525;42.425;17;672.5;200_800
23853;1401:217:215:3;17.525;41.175;18;658.34998;200_800
23854;1401:217:215:1;17.525;41.125;18;634.04999;200_800
23855;1401:217:205:3;17.525;41.075;18;376.04999;200_800
23856;1401:217:205:1;17.525;41.025;18;141.3;0_200
23857;1401:207:495:3;17.525;40.975;18;116.05;0_200
23858;1401:207:495:1;17.525;40.925;18;87.65;0_200
23859;1401:207:485:3;17.525;40.875;18;58.65;0_200
23860;1401:207:485:1;17.525;40.825;18;16.81;0_200
23871;1401:207:225:3;17.525;40.275;19;27.93;0_200
23872;1401:207:225:1;17.525;40.225;19;190.5;0_200
23873;1401:207:215:3;17.525;40.175;19;321.73001;200_800
23874;1401:207:215:1;17.525;40.125;19;548.90002;200_800
23875;1401:207:205:3;17.525;40.075;19;741;200_800
24036;1401:227:485:2;17.575;42.825;17;40.98;0_200
24037;1401:227:475:4;17.575;42.775;17;79.2;0_200
24039;1401:227:465:4;17.575;42.675;17;124.05;0_200
24040;1401:227:465:2;17.575;42.625;17;151.39;0_200
24041;1401:227:455:4;17.575;42.575;17;171.67;0_200
24042;1401:227:455:2;17.575;42.525;17;227.44;200_800
24043;1401:227:245:4;17.575;42.475;17;310.03;200_800
24044;1401:227:245:2;17.575;42.425;17;631.40002;200_800
24069;1401:217:215:4;17.575;41.175;18;767.95001;200_800
24070;1401:217:215:2;17.575;41.125;18;710.54999;200_800
24071;1401:217:205:4;17.575;41.075;18;341.70001;200_800
24072;1401:217:205:2;17.575;41.025;18;149;0_200
24073;1401:207:495:4;17.575;40.975;18;117.8;0_200
24074;1401:207:495:2;17.575;40.925;18;102.6;0_200
24075;1401:207:485:4;17.575;40.875;18;74.7;0_200
24076;1401:207:485:2;17.575;40.825;18;38.25;0_200
24087;1401:207:225:4;17.575;40.275;19;32.07;0_200
24088;1401:207:225:2;17.575;40.225;19;163.67999;0_200
24089;1401:207:215:4;17.575;40.175;19;207.7;200_800
24090;1401:207:215:2;17.575;40.125;19;418.48001;200_800
24091;1401:207:205:4;17.575;40.075;19;493.97;200_800
24092;1401:207:205:2;17.575;40.025;19;693.35999;200_800
24253;1401:227:476:3;17.625;42.775;17;71.02;0_200
24255;1401:227:466:3;17.625;42.675;17;123.06;0_200
24256;1401:227:466:1;17.625;42.625;17;151.85001;0_200
24257;1401:227:456:3;17.625;42.575;17;187.66;0_200
24258;1401:227:456:1;17.625;42.525;17;223.56;200_800
24259;1401:227:246:3;17.625;42.475;17;268.32999;200_800
24260;1401:227:246:1;17.625;42.425;17;672.84998;200_800
24286;1401:217:216:1;17.625;41.125;18;776.65002;200_800
24287;1401:217:206:3;17.625;41.075;18;737.15002;200_800
24288;1401:217:206:1;17.625;41.025;18;169.95;0_200
24289;1401:207:496:3;17.625;40.975;18;126.45;0_200
24290;1401:207:496:1;17.625;40.925;18;109.3;0_200
24291;1401:207:486:3;17.625;40.875;18;87.15;0_200
24292;1401:207:486:1;17.625;40.825;18;56.6;0_200
24303;1401:207:226:3;17.625;40.275;19;29.4;0_200
24304;1401:207:226:1;17.625;40.225;19;115.22;0_200
24305;1401:207:216:3;17.625;40.175;19;161.56;0_200
24306;1401:207:216:1;17.625;40.125;19;276;200_800
24307;1401:207:206:3;17.625;40.075;19;446.60001;200_800
24308;1401:207:206:1;17.625;40.025;19;531;200_800
24309;1301:497:496:3;17.625;39.975;19;785.94;200_800
24310;1301:497:496:1;17.625;39.925;19;619.40002;200_800
24311;1301:497:486:3;17.625;39.875;19;795.70001;200_800
24469;1401:227:476:4;17.675;42.775;17;70.41;0_200
24471;1401:227:466:4;17.675;42.675;17;120.98;0_200
24472;1401:227:466:2;17.675;42.625;17;145.32001;0_200
24473;1401:227:456:4;17.675;42.575;17;177.2;0_200
24474;1401:227:456:2;17.675;42.525;17;236.08;200_800
24475;1401:227:246:4;17.675;42.475;17;289.79999;200_800
24476;1401:227:246:2;17.675;42.425;17;725.04999;200_800
24503;1401:217:206:4;17.675;41.075;18;654.34998;200_800
24504;1401:217:206:2;17.675;41.025;18;445.20001;200_800
24505;1401:207:496:4;17.675;40.975;18;126.4;0_200
24506;1401:207:496:2;17.675;40.925;18;109.55;0_200
24507;1401:207:486:4;17.675;40.875;18;97.8;0_200
24508;1401:207:486:2;17.675;40.825;18;78.35;0_200
24509;1401:207:476:4;17.675;40.775;18;14.88;0_200
24519;1401:207:226:4;17.675;40.275;19;26.95;0_200
24520;1401:207:226:2;17.675;40.225;19;75.51;0_200
24521;1401:207:216:4;17.675;40.175;19;119.7;0_200
24522;1401:207:216:2;17.675;40.125;19;190.89999;0_200
24523;1401:207:206:4;17.675;40.075;19;368.10001;200_800
24524;1401:207:206:2;17.675;40.025;19;310.79999;200_800
24525;1301:497:496:4;17.675;39.975;19;466.79999;200_800
24526;1301:497:496:2;17.675;39.925;19;543.28998;200_800
24527;1301:497:486:4;17.675;39.875;19;465.70001;200_800
24685;1401:227:477:3;17.725;42.775;17;54.32;0_200
24686;1401:227:477:1;17.725;42.725;17;42.37;0_200
24687;1401:227:467:3;17.725;42.675;17;116.45;0_200
24688;1401:227:467:1;17.725;42.625;17;142.92;0_200
24689;1401:227:457:3;17.725;42.575;17;173.28;0_200
24690;1401:227:457:1;17.725;42.525;17;220.52;200_800
24691;1401:227:247:3;17.725;42.475;17;279.72;200_800
24692;1401:227:247:1;17.725;42.425;17;608.15002;200_800
24719;1401:217:207:3;17.725;41.075;18;759.95001;200_800
24720;1401:217:207:1;17.725;41.025;18;454.29999;200_800
24721;1401:207:497:3;17.725;40.975;18;131.25;0_200
24722;1401:207:497:1;17.725;40.925;18;118.15;0_200
24723;1401:207:487:3;17.725;40.875;18;105.05;0_200
24724;1401:207:487:1;17.725;40.825;18;88.9;0_200
24725;1401:207:477:3;17.725;40.775;18;52.15;0_200
24735;1401:207:227:3;17.725;40.275;19;23.08;0_200
24736;1401:207:227:1;17.725;40.225;19;60.6;0_200
24737;1401:207:217:3;17.725;40.175;19;103.57;0_200
24738;1401:207:217:1;17.725;40.125;19;147.00999;0_200
24739;1401:207:207:3;17.725;40.075;19;196;0_200
24740;1401:207:207:1;17.725;40.025;19;257;200_800
24741;1301:497:497:3;17.725;39.975;19;303.89999;200_800
24742;1301:497:497:1;17.725;39.925;19;444.60001;200_800
24743;1301:497:487:3;17.725;39.875;19;439.87;200_800
24744;1301:497:487:1;17.725;39.825;19;591.10999;200_800
24901;1401:227:477:4;17.775;42.775;17;37.73;0_200
24902;1401:227:477:2;17.775;42.725;17;52.93;0_200
24903;1401:227:467:4;17.775;42.675;17;106.78;0_200
24904;1401:227:467:2;17.775;42.625;17;138.78;0_200
24905;1401:227:457:4;17.775;42.575;17;168.27;0_200
24906;1401:227:457:2;17.775;42.525;17;206.24001;200_800
24907;1401:227:247:4;17.775;42.475;17;249.3;200_800
24908;1401:227:247:2;17.775;42.425;17;554.54999;200_800
24936;1401:217:207:2;17.775;41.025;18;457.89999;200_800
24937;1401:207:497:4;17.775;40.975;18;137.2;0_200
24938;1401:207:497:2;17.775;40.925;18;119.65;0_200
24939;1401:207:487:4;17.775;40.875;18;107.15;0_200
24940;1401:207:487:2;17.775;40.825;18;97.35;0_200
24941;1401:207:477:4;17.775;40.775;18;76.2;0_200
24951;1401:207:227:4;17.775;40.275;19;20.24;0_200
24952;1401:207:227:2;17.775;40.225;19;32.01;0_200
24953;1401:207:217:4;17.775;40.175;19;48.5;0_200
24954;1401:207:217:2;17.775;40.125;19;108.6;0_200
24955;1401:207:207:4;17.775;40.075;19;169.59;0_200
24956;1401:207:207:2;17.775;40.025;19;259.29999;200_800
24957;1301:497:497:4;17.775;39.975;19;289.20001;200_800
24958;1301:497:497:2;17.775;39.925;19;313;200_800
24959;1301:497:487:4;17.775;39.875;19;319.60001;200_800
24960;1301:497:487:2;17.775;39.825;19;342.35999;200_800
24961;1301:497:477:4;17.775;39.775;19;710.33002;200_800
25117;1401:227:478:3;17.825;42.775;17;60.63;0_200
25118;1401:227:478:1;17.825;42.725;17;37.2;0_200
25119;1401:227:468:3;17.825;42.675;17;109.8;0_200
25120;1401:227:468:1;17.825;42.625;17;131.53999;0_200
25121;1401:227:458:3;17.825;42.575;17;161.72;0_200
25122;1401:227:458:1;17.825;42.525;17;202.78999;200_800
25123;1401:227:248:3;17.825;42.475;17;270.56;200_800
25124;1401:227:248:1;17.825;42.425;17;555.70001;200_800
25151;1401:217:208:3;17.825;41.075;18;775.45001;200_800
25152;1401:217:208:1;17.825;41.025;18;345.70001;200_800
25153;1401:207:498:3;17.825;40.975;18;134.60001;0_200
25154;1401:207:498:1;17.825;40.925;18;120.6;0_200
25155;1401:207:488:3;17.825;40.875;18;111.85;0_200
25156;1401:207:488:1;17.825;40.825;18;102.2;0_200
25157;1401:207:478:3;17.825;40.775;18;90.4;0_200
25158;1401:207:478:1;17.825;40.725;18;39.35;0_200
25167;1401:207:228:3;17.825;40.275;19;18.1;0_200
25168;1401:207:228:1;17.825;40.225;19;29.04;0_200
25169;1401:207:218:3;17.825;40.175;19;42.55;0_200
25170;1401:207:218:1;17.825;40.125;19;52.92;0_200
25171;1401:207:208:3;17.825;40.075;19;88.4;0_200
25172;1401:207:208:1;17.825;40.025;19;219.22;200_800
25173;1301:497:498:3;17.825;39.975;19;244.89999;200_800
25174;1301:497:498:1;17.825;39.925;19;242.25999;200_800
25175;1301:497:488:3;17.825;39.875;19;246;200_800
25176;1301:497:488:1;17.825;39.825;19;228.7;200_800
25177;1301:497:478:3;17.825;39.775;19;436.51999;200_800
25178;1301:497:478:1;17.825;39.725;19;733.28003;200_800
25335;1401:227:468:4;17.875;42.675;17;104.75;0_200
25336;1401:227:468:2;17.875;42.625;17;122.89;0_200
25337;1401:227:458:4;17.875;42.575;17;156.19;0_200
25338;1401:227:458:2;17.875;42.525;17;194.55;0_200
25339;1401:227:248:4;17.875;42.475;17;254.64999;200_800
25340;1401:227:248:2;17.875;42.425;17;634.45001;200_800
25368;1401:217:208:2;17.875;41.025;18;473.70001;200_800
25369;1401:207:498:4;17.875;40.975;18;134.2;0_200
25370;1401:207:498:2;17.875;40.925;18;124.5;0_200
25371;1401:207:488:4;17.875;40.875;18;107;0_200
25372;1401:207:488:2;17.875;40.825;18;107.45;0_200
25373;1401:207:478:4;17.875;40.775;18;97.25;0_200
25374;1401:207:478:2;17.875;40.725;18;72;0_200
25384;1401:207:228:2;17.875;40.225;19;32.06;0_200
25385;1401:207:218:4;17.875;40.175;19;27.48;0_200
25386;1401:207:218:2;17.875;40.125;19;54.43;0_200
25387;1401:207:208:4;17.875;40.075;19;64;0_200
25388;1401:207:208:2;17.875;40.025;19;86.69;0_200
25389;1301:497:498:4;17.875;39.975;19;189.5;0_200
25390;1301:497:498:2;17.875;39.925;19;199.52;0_200
25391;1301:497:488:4;17.875;39.875;19;167.24001;0_200
25392;1301:497:488:2;17.875;39.825;19;175.91;0_200
25393;1301:497:478:4;17.875;39.775;19;186.98;0_200
25394;1301:497:478:2;17.875;39.725;19;385.5;200_800
25550;1401:227:479:1;17.925;42.725;17;54.01;0_200
25551;1401:227:469:3;17.925;42.675;17;82.26;0_200
25552;1401:227:469:1;17.925;42.625;17;120.98;0_200
25553;1401:227:459:3;17.925;42.575;17;146.38;0_200
25554;1401:227:459:1;17.925;42.525;17;183.92999;0_200
25555;1401:227:249:3;17.925;42.475;17;252.55;200_800
25556;1401:227:249:1;17.925;42.425;17;533.39001;200_800
25584;1401:217:209:1;17.925;41.025;18;594.20001;200_800
25585;1401:207:499:3;17.925;40.975;18;151.2;0_200
25586;1401:207:499:1;17.925;40.925;18;128.60001;0_200
25587;1401:207:489:3;17.925;40.875;18;115.15;0_200
25588;1401:207:489:1;17.925;40.825;18;112.65;0_200
25589;1401:207:479:3;17.925;40.775;18;102.6;0_200
